id при поиске;Публикация;Цитируется;Ф.;И.;О.;;;год. расч.;год уточн.;Год;по теме;актуально;Организация
36;АНАЛИЗ ВОЗМОЖНОСТЕЙ ИСПОЛЬЗОВАНИЯ КОНЦЕПЦИЙ СЕТЕЦЕНТРИЗМА И СОВРЕМЕНННЫХ ИНТЕРФЕЙСНЫХ ТЕХНОЛОГИЙ В АВТОМАТИЗИРОВАННЫХ СИСТЕМАХ МАССОВОГО ОБСЛУЖИВАНИЯ Вертлиб В.А., Петухова Н.В., Фархадов М.П. В книге: УПРАВЛЕНИЕ РАЗВИТИЕМ КРУПНОМАСШТАБНЫХ СИСТЕМ (MLSD'2011) материалы пятой международной конференции. Общая редакция: С.Н. Васильев, А.Д.Цвиркун. 2011. С. 214-217.;0;Фархадов;М;П;Фархадов М. П.;АНАЛИЗ ВОЗМОЖНОСТЕЙ ИСПОЛЬЗОВАНИЯ КОНЦЕПЦИЙ СЕТЕЦЕНТРИЗМА И СОВРЕМЕНННЫХ ИНТЕРФЕЙСНЫХ ТЕХНОЛОГИЙ В АВТОМАТИЗИРОВАННЫХ СИСТЕМАХ МАССОВОГО ОБСЛУЖИВАНИЯ Вертлиб В.А., Петухова Н.В., Фархадов М.П. В книге: УПРАВЛЕНИЕ РАЗВИТИЕМ КРУПНОМАСШТАБНЫХ СИСТЕМ (MLSD'2011) материалы пятой международной конференции. Общая редакция: С.Н. Васильев, А.Д.Цвиркун. 2011. С. 214-217. ;2011    ;;2011    ;0;;Институт проблем управления
37;КОМПЬЮТЕРНЫЙ РЕЧЕВОЙ ТРЕНАЖЕР КАК НОВЫЙ МУЛЬТИМЕДИЙНЫЙ ИНТЕРНЕТ СЕРВИС Абраменков А.Н., Мясоедова М.А., Петухова Н.В., Паршакова А.А., Душкин Д.Н., Фархадов М.П. В сборнике: Пятый междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2011)Составитель: А.Л. Ронжин. 2011. С. 71-77.;2;Фархадов;М;П;Фархадов М. П.;КОМПЬЮТЕРНЫЙ РЕЧЕВОЙ ТРЕНАЖЕР КАК НОВЫЙ МУЛЬТИМЕДИЙНЫЙ ИНТЕРНЕТ СЕРВИС Абраменков А.Н., Мясоедова М.А., Петухова Н.В., Паршакова А.А., Душкин Д.Н., Фархадов М.П. В сборнике: Пятый междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2011)Составитель: А.Л. Ронжин. 2011. С. 71-77. ;2011    ;;2011    ;1;;Институт проблем управления
38;ПОСТРОЕНИЕ ИНТЕЛЛЕКТУАЛЬНЫХ ИНФОРМАЦИОННЫХ КОНТАКТ-ЦЕНТРОВ Фархадов М.П., Васьковский С.В., Ревонченкова И.Ф. Автоматизация. Современные технологии. 2011. № 4. С. 14-23.;0;Фархадов;М;П;Фархадов М. П.;ПОСТРОЕНИЕ ИНТЕЛЛЕКТУАЛЬНЫХ ИНФОРМАЦИОННЫХ КОНТАКТ-ЦЕНТРОВ Фархадов М.П., Васьковский С.В., Ревонченкова И.Ф. Автоматизация. Современные технологии. 2011. № 4. С. 14-23. ;2011    ;;2011    ;0;;Институт проблем управления
39;РАСПОЗНАВАНИЕ РЕЧИ В СИСТЕМАХ МАССОВОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ Фархадов М.П.О. Труды СПИИРАН. 2011. № 4 (19). С. 65.;4;Фархадов;М;П;Фархадов М. П.;РАСПОЗНАВАНИЕ РЕЧИ В СИСТЕМАХ МАССОВОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ Фархадов М.П.О. Труды СПИИРАН. 2011. № 4 (19). С. 65. ;2011    ;;2011    ;1;;Институт проблем управления
40;СОВРЕМЕННАЯ СИСТЕМА УПРАВЛЕНИЯ ПОРТАЛОМ ДЛЯ СОЗДАНИЯ СЕРВИСОВ В ИНТЕРНЕТ НОВОГО ПОКОЛЕНИЯ Фархадов М.П., Душкин Д.Н., Мясоедова М.А. В сборнике: Технические и программные средства систем управления, контроля и измеренияМатериалы конференции с международным участием. Институт проблем управления им. Трапезникова РАН. 2010. С. 1135-1147.;0;Фархадов;М;П;Фархадов М. П.;СОВРЕМЕННАЯ СИСТЕМА УПРАВЛЕНИЯ ПОРТАЛОМ ДЛЯ СОЗДАНИЯ СЕРВИСОВ В ИНТЕРНЕТ НОВОГО ПОКОЛЕНИЯ Фархадов М.П., Душкин Д.Н., Мясоедова М.А. В сборнике: Технические и программные средства систем управления, контроля и измеренияМатериалы конференции с международным участием. Институт проблем управления им. Трапезникова РАН. 2010. С. 1135-1147. ;2010    ;;2010    ;0;;Институт проблем управления
41;ИССЛЕДОВАНИЕ ВЛИЯНИЯ ПАРАМЕТРОВ НАСТРОЙКИ РАСПОЗНАВАТЕЛЯ НА КАЧЕСТВО РАСПОЗНАВАНИЯ РЕЧИ Абраменков А.А., Мясоедова З.П., Петухова Н.В., Фархадов М.П. В сборнике: Технические и программные средства систем управления, контроля и измеренияМатериалы конференции с международным участием. Институт проблем управления им. Трапезникова РАН. 2010. С. 1-7.;0;Фархадов;М;П;Фархадов М. П.;ИССЛЕДОВАНИЕ ВЛИЯНИЯ ПАРАМЕТРОВ НАСТРОЙКИ РАСПОЗНАВАТЕЛЯ НА КАЧЕСТВО РАСПОЗНАВАНИЯ РЕЧИ Абраменков А.А., Мясоедова З.П., Петухова Н.В., Фархадов М.П. В сборнике: Технические и программные средства систем управления, контроля и измеренияМатериалы конференции с международным участием. Институт проблем управления им. Трапезникова РАН. 2010. С. 1-7. ;2010    ;;2010    ;1;;Институт проблем управления
42;ПРИМЕНЕНИЕ АВТОМАТИЗИРОВАННЫХ СИСТЕМ МАССОВОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ В ИНФОРМАЦИОННОМ ОБЩЕСТВЕ Вертлиб В.А., Фархадов М.П. В книге: УПРАВЛЕНИЕ РАЗВИТИЕМ КРУПНОМАСШТАБНЫХ СИСТЕМ MLSD'2010 Материалы четвертой международной конференции. 2010. С. 250-252.;0;Фархадов;М;П;Фархадов М. П.;ПРИМЕНЕНИЕ АВТОМАТИЗИРОВАННЫХ СИСТЕМ МАССОВОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ В ИНФОРМАЦИОННОМ ОБЩЕСТВЕ Вертлиб В.А., Фархадов М.П. В книге: УПРАВЛЕНИЕ РАЗВИТИЕМ КРУПНОМАСШТАБНЫХ СИСТЕМ MLSD'2010 Материалы четвертой международной конференции. 2010. С. 250-252. ;2010    ;;2010    ;0;;Институт проблем управления
43;ПРИМЕНЕНИЕ ПРИНЦИПОВ АВТОМАТИЗИРОВАННЫХ СИСТЕМ МАССОВОГО ОБСЛУЖИВАНИЯ ДЛЯ ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ УСЛУГ НАСЕЛЕНИЮ Вертлиб В.А., Фархадов М.П. В сборнике: Технические и программные средства систем управления, контроля и измеренияМатериалы конференции с международным участием. Институт проблем управления им. Трапезникова РАН. 2010. С. 271-282.;0;Фархадов;М;П;Фархадов М. П.;ПРИМЕНЕНИЕ ПРИНЦИПОВ АВТОМАТИЗИРОВАННЫХ СИСТЕМ МАССОВОГО ОБСЛУЖИВАНИЯ ДЛЯ ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ УСЛУГ НАСЕЛЕНИЮ Вертлиб В.А., Фархадов М.П. В сборнике: Технические и программные средства систем управления, контроля и измеренияМатериалы конференции с международным участием. Институт проблем управления им. Трапезникова РАН. 2010. С. 271-282. ;2010    ;;2010    ;0;;Институт проблем управления
44;РАЗРАБОТКА ИНТЕРНЕТ ПОРТАЛА «СУРДОСЕРВЕР» С РЕСУРСАМИ РУССКОГО ЖЕСТОВОГО ЯЗЫКА Мясоедова М.А., Душкин Д.Н., Мясоедова З.П., Петухова Н.В., Фархадов М.П. В сборнике: Четвертый междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2010)составитель: А.Л. Ронжин. 2010. С. 57-61.;2;Фархадов;М;П;Фархадов М. П.;РАЗРАБОТКА ИНТЕРНЕТ ПОРТАЛА «СУРДОСЕРВЕР» С РЕСУРСАМИ РУССКОГО ЖЕСТОВОГО ЯЗЫКА Мясоедова М.А., Душкин Д.Н., Мясоедова З.П., Петухова Н.В., Фархадов М.П. В сборнике: Четвертый междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2010)составитель: А.Л. Ронжин. 2010. С. 57-61. ;2010    ;;2010    ;2;;Институт проблем управления
45;ДВУХФАЗНАЯ МОДЕЛЬ С НЕОГРАНИЧЕННЫМИ ОЧЕРЕДЯМИ ДЛЯ РАСЧЕТА ХАРАКТЕРИСТИК И ОПТИМИЗАЦИИ РЕЧЕВЫХ ПОРТАЛОВ САМООБСЛУЖИВАНИЯ Фархадов М.П.О., Петухова Н.В., Ефросинин Д.В., Семенова О.В. Проблемы управления. 2010. № 6. С. 53-57.;3;Фархадов;М;П;Фархадов М. П.;ДВУХФАЗНАЯ МОДЕЛЬ С НЕОГРАНИЧЕННЫМИ ОЧЕРЕДЯМИ ДЛЯ РАСЧЕТА ХАРАКТЕРИСТИК И ОПТИМИЗАЦИИ РЕЧЕВЫХ ПОРТАЛОВ САМООБСЛУЖИВАНИЯ Фархадов М.П.О., Петухова Н.В., Ефросинин Д.В., Семенова О.В. Проблемы управления. 2010. № 6. С. 53-57. ;2010    ;;2010    ;1;;Институт проблем управления
46;МОДЕЛИРОВАНИЕ ГИБРИДНОГО ЦЕНТРА СВЯЗИ С СЕРВИСАМИ САМООБСЛУЖИВАНИЯ И ПОРОГОВЫМ УПРАВЛЕНИЕМ РАЗМЕЩЕНИЕМ ЗАЯВОК Маис Паша оглы Фархадов, Петухова Н.В., Ефросинин Д.В., Семенова О.В. Управление большими системами: сборник трудов. 2010. № 30-1. С. 352-370.;1;Фархадов;М;П;Фархадов М. П.;МОДЕЛИРОВАНИЕ ГИБРИДНОГО ЦЕНТРА СВЯЗИ С СЕРВИСАМИ САМООБСЛУЖИВАНИЯ И ПОРОГОВЫМ УПРАВЛЕНИЕМ РАЗМЕЩЕНИЕМ ЗАЯВОК Маис Паша оглы Фархадов, Петухова Н.В., Ефросинин Д.В., Семенова О.В. Управление большими системами: сборник трудов. 2010. № 30-1. С. 352-370. ;2010    ;;2010    ;0;;Институт проблем управления
47;"ПРИМЕНЕНИЕ РЕЧЕВОГО ИНТЕРФЕЙСА В УПРАВЛЕНИИ РОБОТОТЕХНИЧЕСКИМИ СИСТЕМАМИ Ревонченкова И.Ф., Фархадов М.П. В сборнике: Системы автоматизации в образовании, науке и производстве труды VII Всероссийской научно-практической конференции. ГОУ ВПО «Сибирский государственный индустриальный университет»; Кузбасский научный центр Академии инженерных наук имени А.М. Прохорова; Кузбасский центр САН ВШ; Российский фонд фундаментальных исследований; ОАО «Компания «Кузбассшахтострой»; ОАО «Новокузнецкий металлургический комбинат»; ОАО «Западно-Сибирский металлургический комбинат». 2009. С. 233-238.";0;Фархадов;М;П;Фархадов М. П.;"ПРИМЕНЕНИЕ РЕЧЕВОГО ИНТЕРФЕЙСА В УПРАВЛЕНИИ РОБОТОТЕХНИЧЕСКИМИ СИСТЕМАМИ Ревонченкова И.Ф., Фархадов М.П. В сборнике: Системы автоматизации в образовании, науке и производстве труды VII Всероссийской научно-практической конференции. ГОУ ВПО «Сибирский государственный индустриальный университет»; Кузбасский научный центр Академии инженерных наук имени А.М. Прохорова; Кузбасский центр САН ВШ; Российский фонд фундаментальных исследований; ОАО «Компания «Кузбассшахтострой»; ОАО «Новокузнецкий металлургический комбинат»; ОАО «Западно-Сибирский металлургический комбинат». 2009. С. 233-238. ";2009    ;;2009    ;1;;Институт проблем управления
